city,geolocation_lat,geolocation_lng,transactions
rio do antonio,-14.406974523732506,-42.07954972491689,1
rio do campo,-26.942585142640656,-50.13865875819567,1
rio do oeste,-27.193200500549096,-49.79406439215645,1
rio do pires,-13.12224233091654,-42.28918802520783,2
rio do sul,-27.21089399001068,-49.63778898841035,6
rio doce,-20.246623928284777,-42.8985458696973,1
rio dos cedros,-26.740664186748504,-49.27214980932904,1
rio dos indios,-27.304967891544614,-52.84197539853551,1
rio espera,-20.85694403851573,-43.48242074288769,1
rio formoso,-8.663202080768311,-35.15524416419809,1
rio fortuna,-28.140568524046284,-49.11591185095566,1
rio grande,-32.07315482995354,-52.137173468519336,16
rio grande da serra,-23.7376101268394,-46.39370760421834,2
rio grande do piaui,-7.769390359425563,-43.14077531946008,1
rio largo,-9.47663498549308,-35.85646721753975,2
rio manso,-20.29001431877884,-44.33570966894638,1
rio maria,-7.3129111494478,-50.05236433984785,1
rio negrinho,-26.261841794823777,-49.5235885039339,2
rio negro,-26.086448124512472,-49.780750548414474,3
rio novo,-21.46784903810417,-43.12845533968402,1
rio novo do sul,-20.86445270363737,-40.93655435181763,1
rio paranaiba,-19.253907875989754,-46.79710701264563,1
rio pardo,-29.976266082100324,-52.367108776622146,1
rio pardo de minas,-15.622148760229546,-42.54782493141778,1
rio piracicaba,-19.925656003353403,-43.165514115312455,1
rio pomba,-21.27270087424533,-43.176832075214286,2
rio preto,-22.083484503870817,-43.82951572206824,1
rio real,-11.486089943760158,-37.93133159443902,1
rio rufino,-27.862017068560547,-49.780863976474926,1
rio tinto,-6.809970277327546,-35.07364516396526,2
rio verde,-17.89716502847871,-50.95703420251537,4
riolandia,-19.983764096207626,-49.684835050395925,1
riqueza,-27.070095465081085,-53.32467899925598,1
ritapolis,-21.02319250564844,-44.31894402646041,1
riversul,-23.8253435645972,-49.431956144836775,1
roca sales,-29.28739352181165,-51.87173916145876,1
rodeio,-26.90788801527196,-49.36522248757209,1
rodeio bonito,-27.474568158201382,-53.16960588758754,1
rodeiro,-21.20123851509563,-42.865503267269084,1
rodelas,-8.848935603581472,-38.768004449583984,1
rodolfo fernandes,-5.791867253372282,-38.06058969394825,1
rolandia,-23.314950923537015,-51.372315508131656,1
rolante,-29.655105654711885,-50.577744262161566,2
rolim de moura,-11.712917567901874,-61.775307472194704,1
romaria,-18.886545368629967,-47.58467877647247,1
romelandia,-26.67757974215884,-53.31865392057394,1
roncador,-24.594496260917715,-52.27686769568828,1
ronda alta,-27.783656327360223,-52.8078324850087,2
rondon,-23.41795041472369,-52.77341857828163,1
rondon do para,-4.775128569399123,-48.07287125084595,1
rondonopolis,-16.46086453056372,-54.628885445365064,4
roque gonzales,-28.131951647610595,-55.02509246672582,1
rosana,-22.5330615,-52.95538125,1
rosario,-2.937183484466264,-44.25257824254094,1
rosario do ivai,-24.253982372518397,-51.24861300348563,1
rosario do sul,-30.243655111246024,-54.922337823379245,3
roseira,-22.89082860434644,-45.30332001483277,1
rubelita,-16.40328710007505,-42.261325382779226,1
rubiacea,-21.29922925423117,-50.72854690015148,1
rubiataba,-15.162389954785086,-49.80464393276294,1
rubim,-16.376201157850776,-40.54210310637816,1
rubineia,-20.173642524708853,-51.00082322420964,2
russas,-4.936536092354878,-37.9700053741039,2
ruy barbosa,-12.286438949954183,-40.50143616163704,1
sabara,-19.881443031329518,-43.85107838643175,2
sabaudia,-23.32016179098793,-51.55505060450602,1
sabino,-21.457846717914205,-49.57925443139366,1
sabinopolis,-18.67521203692909,-43.084005108826936,1
saboeiro,-6.519218113484912,-39.76744357824639,1
sacra familia do tingua,-22.49074257098938,-43.60635391978753,1
sacramento,-19.866903334981426,-47.440516960901576,1
sales,-21.339803136118363,-49.4954618429649,1
sales oliveira,-20.76161267843428,-47.84438278052354,1
salesopolis,-23.530171861845368,-45.85395965939973,2
salgado filho,-26.17622008226996,-53.36434953047861,1
salgueiro,-8.058475340149233,-39.12500632992536,2
salinas,-16.17247870233122,-42.289124553496805,1
salinas da margarida,-12.876405572530642,-38.75686542397063,1
salmourao,-21.6214267391176,-50.85877712534101,1
saloa,-8.975923022578502,-36.68913486927219,1
salobro,-11.860459652819213,-41.75396975925798,1
saltinho,-22.84948225596616,-47.68109670487482,1
salto,-23.1962470949556,-47.28884363860039,5
salto da divisa,-15.998882413379146,-39.94592411160264,1
salto de pirapora,-23.664502918276984,-47.58176142794293,2
salto do ceu,-15.130076353429205,-58.134852111704106,1
salto do itarare,-23.606472921478836,-49.62346510747421,1
salto do jacui,-29.089375433900567,-53.2234425156508,1
salto do lontra,-25.79082309534067,-53.30554339972712,2
salto grande,-22.880769338347317,-49.975849282997686,1
salto veloso,-26.90864860424969,-51.399209072338095,1
salvador,-12.958064283583214,-38.45914092506358,174
salvador do sul,-29.446838253717647,-51.51193685226242,1
sananduva,-27.94764846190372,-51.81353672309405,2
sanclerlandia,-16.198963890864043,-50.31227642007455,1
sandolandia,-12.536577480692385,-49.924034554061286,1
sanga puita,-22.62168688924337,-55.62540480073221,1
sangao,-28.67012523717567,-49.10734728123142,2
sanharo,-8.363166291899267,-36.55908780488775,1
santa adelia,-21.246079419237383,-48.804126052598654,2
santa albertina,-20.037160821365887,-50.726974022098275,1
santa amelia,-23.26775235247121,-50.42814382326255,1
santa barbara,-19.964212954976457,-43.417251821089934,2
santa barbara d oeste,-22.750962205386088,-47.407516130328204,1
santa barbara d'oeste,-22.750474600014226,-47.391660210493285,5
santa barbara do para,-1.226606420260601,-48.29340811872681,1
santa barbara do sul,-28.36248135474927,-53.24963650974671,2
santa branca,-23.398738664441694,-45.87914132883015,2
santa brigida,-9.733261049798548,-38.12481562095697,1
santa cecilia,-23.11947315916331,-47.51433081979193,1
santa cecilia do pavao,-23.51935720133861,-50.7867024096069,1
santa clara d'oeste,-20.091107697039437,-50.929997516599634,1
santa clara do sul,-29.46383049653755,-52.079634,1
santa cruz,-7.034918557935652,-37.746104672282456,2
santa cruz cabralia,-16.28592112697296,-39.02270440270471,2
santa cruz da conceicao,-22.132956055094628,-47.45175231332934,2
santa cruz das palmeiras,-21.817028014586075,-47.24266525128645,1
santa cruz de goias,-17.317068195418937,-48.48599604402249,2
santa cruz de minas,-21.123999143404927,-44.23122535042093,1
santa cruz de monte castelo,-22.95591358902925,-53.29000221034904,1
santa cruz de salinas,-16.095194076771733,-41.74694800940495,2
santa cruz do capibaribe,-7.953827185306105,-36.20575123295795,1
santa cruz do piaui,-7.178762006050675,-41.76456779969353,1
santa cruz do prata,-19.321724888523093,-48.92200810636418,1
santa cruz do rio pardo,-22.883610865880758,-49.61785424118465,2
santa cruz do sul,-29.71890649615929,-52.426723975074715,4
santa cruz do timbo,-26.38638999999995,-50.883609999999976,1
santa ernestina,-21.45854505177983,-48.39013825550917,1
santa fe,-23.03861316010124,-51.81120701080037,2
santa fe de goias,-15.768353482047594,-51.106590112686085,1
santa fe de minas,-16.69160011943032,-45.41414138855821,1
santa fe do sul,-20.21239309048075,-50.94147135299971,1
santa filomena,-8.162258689598863,-40.61417041344868,1
santa gertrudes,-22.457455770483623,-47.53936224061794,2
santa helena,-19.200942959668343,-52.079596893216994,2
santa helena de goias,-17.80782054862942,-50.586077334973865,1
santa helena de minas,-16.938794632557947,-40.68623646515535,1
santa ines,-5.728249523285349,-44.18332924724181,6
santa isabel,-23.313367272379306,-46.23184349266853,1
santa isabel do ivai,-23.005682375277445,-53.19648426558904,1
santa isabel do para,-1.2955196307726282,-48.13968235270156,1
santa isabel do rio preto,-22.22506118230265,-44.06428379302008,1
santa izabel do oeste,-25.787216999999945,-53.43283249999996,1
santa juliana,-19.30988549734151,-47.52655516237165,2
santa leopoldina,-20.09788499999995,-40.56381349999995,1
santa lucia,-22.615877727951425,-49.45494105438978,1
santa luzia,-18.82229719808902,-43.56165032638396,6
santa luzia do norte,-9.599744064900332,-35.82592658034318,1
santa luzia do parua,-2.549871048690015,-45.77642489777076,1
santa margarida,-20.384558124900582,-42.25081426515447,1
santa maria,-29.453570769829486,-53.63162122243127,15
santa maria da boa vista,-8.798637822387784,-39.824879984911526,1
santa maria da serra,-22.568919796062783,-48.15058521909285,1
santa maria da vitoria,-13.389942309598817,-44.193806583654016,3
santa maria de itabira,-19.420346999999943,-43.08283249999997,2
santa maria de jetiba,-20.026829505872037,-40.74280786938748,2
santa maria do herval,-29.504128938508536,-50.97635830175109,1
santa maria do para,-1.3480261191340923,-47.570061339835405,1
santa maria do salto,-16.250688575226654,-40.150911520053775,1
santa maria do suacui,-18.182043413208984,-42.41872826144926,1
santa maria madalena,-21.95976220264771,-42.01238047476166,2
santa mariana,-23.147830686777,-50.52125010192194,1
santa mercedes,-21.34795563945422,-51.75103152529844,1
santa monica,-23.173719999999943,-53.09298999999999,1
santa quiteria,-4.341212388992672,-40.150622449566335,1
santa quiteria do maranhao,-3.5011899999999514,-42.565969999999936,2
santa rita,-6.564071333157403,-36.306470398025326,1
santa rita d'oeste,-20.14407706636154,-50.83338032635593,1
santa rita da floresta,-21.87916999999993,-42.45638999999994,1
santa rita de caldas,-22.033741109922655,-46.33238183204734,1
santa rita de jacutinga,-22.15025856859927,-44.09773218340422,1
santa rita de minas,-19.87505620623293,-42.1339514729239,1
santa rita do araguaia,-17.329339647441397,-53.19859834184064,1
santa rita do ibitipoca,-21.561865936488346,-43.91529005817311,1
santa rita do itueto,-19.35827466024913,-41.37968932269562,1
santa rita do passa quatro,-21.69177606516384,-47.47882812541437,1
santa rita do sapucai,-22.243203015748463,-45.71330344759827,7
santa rosa,-27.86325480013742,-54.46809422495864,2
santa rosa de lima,-28.038920678369895,-49.124334490113334,1
santa rosa de viterbo,-21.49206274745105,-47.381427570642174,1
santa rosa do sul,-29.14124692251072,-49.705801931028006,2
santa salete,-20.247941976890285,-50.69015607825895,1
santa teresa,-19.93508981123009,-40.6015994827909,5
santa teresinha,-12.773424776172185,-39.523951000608605,1
santa tereza do oeste,-25.0491223718399,-53.612159906630474,1
santa terezinha,-17.075008970135215,-43.74246829575502,2
santa terezinha de itaipu,-25.43158405315624,-54.402330873588255,1
santa vitoria,-18.849864064577396,-50.12086635087846,2
santa vitoria do palmar,-33.525600570674555,-53.36642007475813,1
santaluz,-11.25220663142499,-39.3828529998875,2
santana,-3.281849104540445,-49.384832787748,2
santana da boa vista,-30.873922879330603,-53.11240411107168,1
santana da vargem,-21.25433653276565,-45.5051504773214,2
santana de parnaiba,-23.451011300798623,-46.8750308547762,9
santana de pirapama,-19.00380206936531,-44.03631999208437,1
santana do acarau,-3.458968673881187,-40.20739011682564,1
santana do araguaia,-9.328403729364815,-50.34735464985108,1
santana do capivari,-22.24726732180116,-44.933837390712114,1
santana do cariri,-7.187416089541276,-39.73892550845259,1
santana do deserto,-21.95120158891867,-43.16656816022176,1
santana do ipanema,-9.37426555048044,-37.24872707973786,1
santana do itarare,-23.75408440846952,-49.63314686532821,1
santana do jacare,-21.56688373792536,-45.42803324810655,2
santana do livramento,-30.89345402338095,-55.53002691216968,1
santana do manhuacu,-20.046395999999945,-41.89168699999996,1
santana do mundau,-9.170465527877916,-36.22170009834827,1
santana do paraiso,-19.455154595359822,-42.5323112100631,2
santana do serido,-6.771544674630059,-36.73584499356985,1
santana do sobrado,-12.971960667503202,-44.053717687110655,1
santana dos montes,-20.788254619444803,-43.68214774585707,1
santanesia,-22.52464411561851,-43.82019881923876,1
santarem,-2.4290364809284752,-54.71873424635527,14
santiago,-29.189988823565873,-54.871998132807825,2
santo amaro,-12.548774551976832,-38.7125882495535,3
santo amaro da imperatriz,-27.68723126004833,-48.780648772017706,3
santo amaro das brotas,-10.784885524450964,-37.0512159845136,1
santo amaro de campos,-8.048915598189788,-34.88038696915495,2
santo anastacio,-21.97299878645959,-51.66095530923928,1
santo andre,-23.641400868521437,-46.508634327436255,22
santo angelo,-28.295003697620654,-54.261262061842665,1
santo antonio,-6.309088318250673,-35.48321304354775,1
santo antonio da alegria,-21.09283286688257,-47.14945507372547,1
santo antonio da patrulha,-29.827840499999994,-50.52347550000001,1
santo antonio da platina,-23.296784932752676,-50.08011084002981,1
santo antonio das missoes,-28.507698984223516,-55.227170006674655,1
santo antonio das queimadas,-23.5550336900096,-46.80124633598827,1
santo antonio de jesus,-12.971853456672601,-39.26275544295277,1
santo antonio de padua,-21.530634248940157,-42.19299779303212,5
santo antonio de posse,-22.60700304020027,-46.9141497047758,1
santo antonio do amparo,-20.947900046952736,-44.91424913479475,1
santo antonio do aracangua,-20.93551873371896,-50.49691825522261,1
santo antonio do aventureiro,-21.759159516864145,-42.81599705005781,1
santo antonio do caiua,-22.73891049285855,-52.34634377408081,1
santo antonio do canaa,-19.82367985298772,-40.65547380047472,2
santo antonio do descoberto,-15.942803976898665,-48.25304942148582,2
santo antonio do grama,-20.319476147492654,-42.60181630048609,1
santo antonio do itambe,-18.46490999999997,-43.302659999999946,1
santo antonio do jacinto,-16.539599848674637,-40.17097189256237,2
santo antonio do jardim,-22.11666363986587,-46.682531291057856,1
santo antonio do leste,-14.796101618284547,-53.61654890689474,1
santo antonio do leverger,-15.840846938121077,-56.08083711846746,1
santo antonio do monte,-20.092374586454834,-45.3002116536036,1
santo antonio do palma,-28.497683999999943,-52.00334449999996,1
santo antonio do pinhal,-22.823006371911536,-45.66732292476693,1
santo antonio do planalto,-28.4025350118421,-52.68974663765165,1
santo antonio do rio abaixo,-19.22207597559439,-43.25653552743808,1
santo antonio do sudoeste,-26.062252992501406,-53.72393055597213,1
santo antonio do taua,-1.1551362018390574,-48.13344193736534,1
santo antonio dos campos,-20.10557793858407,-44.97569538783192,1
santo augusto,-27.850916104432653,-53.77641671760854,2
santo cristo,-27.81562109697291,-54.669235951650634,2
santo estevao,-12.428365907267558,-39.26035481963968,1
santo expedito,-21.847777974978936,-51.391289949256894,1
santo expedito do sul,-27.935255999999946,-51.66425149999996,1
santo hipolito,-18.292728835692163,-44.22233992425003,1
santo inacio,-22.69750927251912,-51.79019661547541,1
santos,-23.96254054260387,-46.32717199100646,48
santos dumont,-21.455693565980837,-43.538209467899826,2
sao benedito,-4.043724769314581,-40.86803543271508,1
sao benedito do rio preto,-3.323298406490105,-43.521212517404265,1
sao benedito do sul,-8.805091499999998,-35.88034499999999,1
sao bentinho,-6.890714276866765,-37.72364270484569,1
sao bento,-4.975667498219998,-40.40476401036878,2
sao bento abade,-21.58230659360452,-45.07309951550548,1
sao bento do sapucai,-22.690502768443626,-45.73678300545755,1
sao bento do sul,-26.243831574594413,-49.38499480644109,3
sao bento do una,-8.521195873347017,-36.43397075802652,1
sao bernardino,-26.47411054201157,-52.96523078139008,1
sao bernardo,-3.361866016599097,-42.41751536899936,1
sao bernardo do campo,-23.70578931908719,-46.56392166764082,50
sao bonifacio,-27.900181501862612,-48.929463009869366,1
sao borja,-28.64811643932405,-56.010598947960595,2
sao bras,-10.12626257927444,-36.89934930734973,1
sao bras do suacui,-20.62886328313464,-43.95294451205103,1
sao caetano do sul,-23.62635165397608,-46.566116135639355,6
sao carlos,-22.120027527328038,-48.00116123402239,8
sao carlos do ivai,-23.31782000793505,-52.473963346301176,1
sao cristovao,-10.929522387387992,-37.113912009412296,1
sao cristovao do sul,-26.782351987425287,-50.9909837346078,1
sao desiderio,-12.363780676738068,-44.97783307746004,1
sao domingos,-18.473350884293193,-43.818127288719516,1
sao domingos das dores,-19.532996106703973,-42.00937199999999,1
sao domingos do araguaia,-5.538420691872226,-48.73243102939585,1
sao domingos do maranhao,-5.573837987577579,-44.38433463702893,1
sao domingos do norte,-19.14712614516939,-40.62141283669343,2
sao domingos do prata,-19.87136871271049,-42.96085917381833,1
sao felipe,-12.850279758392476,-39.08411596367568,2
sao felix,-12.607040403624948,-38.97007726714541,2
sao felix de minas,-18.589660548548963,-41.48861628319123,1
sao felix do araguaia,-11.617436796107343,-50.66467509110998,1
sao felix do coribe,-13.402789200822284,-44.19615634465158,1
sao felix do xingu,-6.642301516291331,-51.97654219923321,3
sao fidelis,-21.642286961806914,-41.73722159732907,1
sao francisco,-15.268064589252795,-44.20711714686398,2
sao francisco de assis,-29.54958292995201,-55.12755459866026,2
sao francisco de itabapoana,-21.479519318913294,-41.109239993562944,2
sao francisco de paula,-26.95164168853023,-48.98905525453646,1
sao francisco do brejao,-5.130455371894684,-47.38536911039521,1
sao francisco do conde,-12.61844726595868,-38.677119221710925,1
sao francisco do gloria,-20.791376471261373,-42.26668975935115,1
sao francisco do guapore,-12.062075366376703,-63.57025994331108,1
sao francisco do sul,-26.24549512793827,-48.634314956564246,1
sao gabriel,-30.325751778150906,-54.328447404844454,2
sao gabriel da palha,-19.017201519724402,-40.53590474127306,2
sao gabriel do oeste,-19.39474338733581,-54.56736123542357,1
sao geraldo,-20.92539945749688,-42.83389767387452,1
sao geraldo da piedade,-19.898192777975886,-43.8996269124073,1
sao geraldo do baguari,-20.92537238943141,-42.83361997245812,1
sao goncalo,-22.828668063390786,-43.026072928783606,84
sao goncalo do abaete,-18.33570112206472,-45.83075406191056,1
sao goncalo do amarante,-4.8653206961340505,-36.81787559220278,3
sao goncalo do para,-19.98651352534854,-44.8549419847643,2
sao goncalo do rio abaixo,-19.825384710991383,-43.35890238504866,1
sao goncalo do rio das pedras,-18.41443999999996,-43.49499999999995,1
sao goncalo do rio preto,-18.007893439584105,-43.38459046429954,1
sao goncalo do sapucai,-21.887047181017998,-45.59357165209953,1
sao gotardo,-19.311316695833153,-46.04702655279024,3
sao jeronimo,-29.96420938636177,-51.71205776906624,1
sao joao,-24.412331803518313,-51.36446523702663,2
sao joao batista,-25.085136742962437,-48.491364808109886,3
sao joao batista do gloria,-20.63630709705103,-46.50518353068886,1
sao joao d'alianca,-14.704664848016336,-47.513095876291125,2
sao joao da barra,-21.63580300492627,-41.05005765980927,2
sao joao da boa vista,-21.977813001369878,-46.79473759814079,3
sao joao da mata,-21.93367420400954,-45.92502455518856,1
sao joao da parauna,-16.821590263814823,-50.40752804308044,1
sao joao da ponte,-15.930528926847122,-44.008407641118986,1
sao joao da urtiga,-27.82154173563384,-51.82636986780994,1
sao joao das missoes,-14.88030065841931,-44.08763649797041,1
sao joao de iracema,-20.51360405028399,-50.35206107551218,2
sao joao de meriti,-22.786890340487336,-43.368162537867754,21
sao joao de petropolis,-19.824520133305395,-40.65945132072684,1
sao joao de pirabas,-0.8232599999999479,-47.23033849999996,3
sao joao del rei,-21.13405438896519,-44.26255844167585,7
sao joao do ivai,-23.99206040691,-51.8243208777732,1
sao joao do manhuacu,-20.390189433988983,-42.15790865499606,1
sao joao do manteninha,-18.72175326815486,-41.16411262482691,1
sao joao do oriente,-19.337351436535982,-42.159707063464,1
sao joao do paraiso,-14.85600964839972,-42.827098967278026,2
sao joao do piaui,-8.354882738490234,-42.25697495560466,1
sao joao do sabugi,-6.717623248925123,-37.20086870960221,1
sao joao do sobrado,-18.323749867353527,-40.40506777298805,1
sao joao do sul,-29.18707462853695,-49.78139634582708,1
sao joao do triunfo,-25.68038290991609,-50.29838170749122,1
sao joao dos patos,-6.489966289227171,-43.700201865668916,2
sao joao evangelista,-18.548645207655657,-42.76701655884307,2
sao joao nepomuceno,-21.53684106547488,-43.012173902255604,1
sao joaquim,-28.29158238385974,-49.93325582299279,1
sao joaquim da barra,-20.58117744270147,-47.85893126127781,3
sao joaquim de bicas,-20.054675268829502,-44.265283684524256,2
sao joaquim do monte,-8.43233973860894,-35.81120222562032,1
sao jorge,-28.502363154866973,-51.70792088164341,1
sao jorge d'oeste,-25.708017253019214,-52.91609505670712,1
sao jorge do ivai,-23.43603704981107,-52.28841988201226,1
sao jorge do oeste,-25.707874939043798,-52.917027088691846,1
sao jorge do patrocinio,-23.765957386345484,-53.88023236596054,1
sao jose,-27.58841099878042,-48.628067081495054,24
sao jose da barra,-20.76424619899846,-46.21645563215535,1
sao jose da bela vista,-20.59032403679856,-47.63948695696447,1
sao jose da boa vista,-23.917829015702868,-49.65165829437156,1
sao jose da coroa grande,-8.892030444846668,-35.148294484147435,2
sao jose da laje,-9.00924290222294,-36.05488933507498,1
sao jose da lapa,-19.696879986678024,-43.957463585949924,1
sao jose da tapera,-9.560354288001047,-37.37983664590461,1
sao jose da vitoria,-15.077539254327045,-39.33610402092656,1
sao jose de mipibu,-6.077273522568192,-35.234705819817385,1
sao jose de ribamar,-2.5301297697332683,-44.082258302127634,3
sao jose de uba,-21.358247015394284,-41.94145740541015,1
sao jose do barreiro,-22.6455089733126,-44.58348151334369,1
sao jose do belmonte,-7.867789854179147,-38.76054872355199,1
sao jose do calcado,-21.03364843509269,-41.65212828601736,1
sao jose do campestre,-6.31561706083793,-35.71158345602781,1
sao jose do cedro,-26.453916287246614,-53.49277989045534,2
sao jose do cerrito,-27.664008013835723,-50.58283765940262,1
sao jose do divino,-11.143894098861592,-41.609073503899204,1
sao jose do egito,-7.479966991167862,-37.27344494267325,1
sao jose do goiabal,-19.921546109723863,-42.71561654498163,1
sao jose do hortencio,-29.53174718114928,-51.24992461413803,1
sao jose do inhacora,-27.72629148195702,-54.12735888843683,1
sao jose do norte,-32.01383371747346,-52.042586386681535,1
sao jose do ouro,-27.772125357679492,-51.59681239628196,2
sao jose do piaui,-6.872241667837374,-41.47649588805879,1
sao jose do ribeirao,-22.204999999999927,-42.39805999999993,1
sao jose do rio claro,-13.446774925673344,-56.72587329632439,1
sao jose do rio pardo,-21.606873631041456,-46.88965049547442,5
sao jose do rio preto,-20.80963943502592,-49.38065542098929,12
sao jose do serido,-6.451169020717527,-36.87813781706785,1
sao jose do turvo,-22.36305999999996,-44.01416999999998,2
sao jose do vale do rio preto,-22.164642864376365,-42.93817598820664,2
sao jose do xingu,-10.804598858667497,-52.73728110064344,1
sao jose dos campos,-23.215150681264333,-45.88340319877711,27
sao jose dos cordeiros,-7.390804828107615,-36.80645019319417,1
sao jose dos pinhais,-25.529112224082006,-49.17539993668133,6
sao jose dos quatro marcos,-15.622051354949248,-58.1695869396221,1
sao leopoldo,-29.76690343275242,-51.14156711763558,10
sao lourenco,-22.115837182600107,-45.053948760871826,3
sao lourenco da mata,-8.002551082155902,-35.031395784509314,3
sao lourenco da serra,-23.8938453024987,-46.98472673671325,1
sao lourenco do oeste,-26.352589411593332,-52.85306467361068,1
sao lourenco do piaui,-9.169084034367527,-42.544389853520286,1
sao lourenco do sul,-31.366633281969808,-51.977665473716804,1
sao ludgero,-28.327530882623098,-49.18050954005346,1
sao luis,-2.5296745487132437,-44.25493111729166,66
sao luis de montes belos,-16.525054498657912,-50.365476672680906,3
sao luis do curu,-3.676264490772936,-39.24024217987362,1
sao luis do paraitinga,-23.221200053845582,-45.30694445621456,1
sao luis do quitunde,-9.318501779082258,-35.566675671317455,2
sao luiz do norte,-14.859288734378955,-49.32758651143619,1
sao luiz gonzaga,-28.412391045507437,-54.960083330128754,1
sao mamede,-6.927377151418117,-37.09180860972421,1
sao manuel,-22.727403202155884,-48.600084162035415,1
sao marcos,-28.965472974768097,-51.04802612381615,1
sao martinho,-28.014183369752374,-50.6398490811305,1
sao mateus,-18.72272887939806,-39.8401362158578,2
sao mateus de minas,-22.707410124912013,-46.03526215592884,2
sao mateus do maranhao,-4.039362604204154,-44.46361486507078,2
sao mateus do sul,-25.876969875302276,-50.39287401461092,1
sao miguel,-6.2173453677612445,-38.49246449581689,1
sao miguel arcanjo,-23.876984168948006,-47.99714486734042,1
sao miguel das matas,-13.04880514966265,-39.45567257483132,1
sao miguel do aleixo,-10.386074758058108,-37.37878589064772,1
sao miguel do anta,-20.702862,-42.72125175000001,1
sao miguel do araguaia,-13.276778057316045,-50.16041233046671,1
sao miguel do gostoso,-5.172014999999945,-35.73742399999995,2
sao miguel do guama,-1.6223861305325618,-47.4765860416628,1
sao miguel do guapore,-11.698684636025174,-62.71722229930389,1
sao miguel do iguacu,-25.351383625344972,-54.24549562838564,2
sao miguel do oeste,-26.72869916774391,-53.51449582910278,2
sao miguel do tapuio,-5.502728385672942,-41.32488129445539,1
sao miguel dos campos,-9.780017643048058,-36.09703818429544,2
sao nicolau,-28.18361904664162,-55.2519742170453,1
sao patricio,-15.350104400294445,-49.820113727808064,1
sao paulo,-23.57135128796286,-46.63351662569339,715
sao paulo das missoes,-28.03016093631711,-54.93822480364432,1
sao paulo do potengi,-5.892220300409324,-35.763879015918725,1
sao pedro,-22.5567717701264,-47.91123662245615,3
sao pedro da agua branca,-5.088865560439638,-48.43595435165218,1
sao pedro da aldeia,-22.844468393115086,-42.083592200001796,8
sao pedro da uniao,-21.13094451146582,-46.61569272422721,1
sao pedro de alcantara,-27.568343032183098,-48.790032677429565,1
sao pedro do butia,-28.12436815432312,-54.894348509744894,1
sao pedro do iguacu,-24.93291729781205,-53.85909795019674,2
sao pedro do ivai,-23.86514696612464,-51.85857985717672,1
sao pedro do sul,-29.623796979621133,-54.17869278211308,1
sao pedro do turvo,-22.74677405127987,-49.74240751108901,1
sao pedro dos ferros,-20.17512881923325,-42.52697233250253,1
sao rafael,-5.808972243869418,-36.882078784037176,1
sao raimundo nonato,-9.016731068114593,-42.6883204722722,1
sao romao,-16.363231208387,-45.07116107849313,1
sao roque,-23.535479826559804,-47.12906341208902,3
sao roque de minas,-20.246489181068128,-46.36974178397576,1
sao roque do canaa,-19.73929732233853,-40.65808102386044,2
sao sebastiao,-23.54048339097329,-45.37936221388111,4
sao sebastiao da amoreira,-23.462744743455342,-50.76003801650501,1
sao sebastiao da boa vista,-1.7181419884557787,-49.532083140758246,1
sao sebastiao da grama,-21.70963443187764,-46.8211988409707,2
sao sebastiao de campos,-8.741505904812968,-63.90793314364332,2
sao sebastiao do alto,-21.86540399999995,-42.08080399999997,1
sao sebastiao do cai,-29.58683498929656,-51.371593650597255,2
sao sebastiao do maranhao,-18.088755961274856,-42.57187559930946,1
sao sebastiao do paraiso,-20.91642350196128,-46.993701179799,3
sao sebastiao do passe,-12.512239792747836,-38.49419817617147,1
sao sebastiao do rio verde,-22.217169344987628,-44.97931301193248,1
sao sepe,-30.167237059394832,-53.5673009666308,1
sao simao,-20.90375260715257,-48.24686791928419,1
sao thome das letras,-21.72446674790877,-44.98338516313441,1
sao tiago,-20.90566059569524,-44.50592007551508,2
sao tomas de aquino,-20.77671410571409,-47.09857893573974,1
sao tome,-17.68398914279867,-47.08723062217884,1
sao valentim,-27.56286496596024,-52.52180500325776,1
sao vendelino,-29.36965041146749,-51.378081466662685,1
sao vicente,-23.742702508000892,-46.27385986251144,18
sao vicente ferrer,-5.24206679915636,-40.181295378634005,1
sape,-7.094054066530962,-35.227660806664296,1
sapeacu,-12.731006765872449,-39.18872027529652,1
sapezal,-13.545029502319718,-58.82216834456795,1
sapiranga,-29.643770163055898,-51.0083532107441,1
sapopema,-23.910519250439812,-50.57762763401624,1
sapucai-mirim,-22.75017637723857,-45.74573438619286,1
sapucaia,-21.56280145311739,-42.76700919679802,1
sapucaia do sul,-29.829972658441765,-51.15078603640122,6
saquarema,-22.90791662030737,-42.49329377884995,8
sarandi,-24.471377982901377,-52.10873042595005,1
sarapui,-23.6316797132036,-47.825748459490136,2
sardoa,-18.78101965901281,-42.36593808671585,1
sarutaia,-23.27533750767878,-49.48189829837172,1
sarzedo,-20.0429735374628,-44.14431790817471,2
satiro dias,-11.605799580440234,-38.5839275436892,1
satuba,-9.56566510299885,-35.82326662758272,1
satubinha,-4.036665996831414,-45.2378096943822,1
saubara,-12.779416703064127,-38.77728408911774,1
saudade do iguacu,-25.692750247487204,-52.61882279947356,1
saudades,-26.925936814319545,-53.00068897425011,1
saude,-10.94098261320774,-40.42121037633781,2
schroeder,-26.40323432806667,-49.087597917849614,1
seabra,-12.417565593508437,-41.77085031745074,1
seara,-27.147905298084147,-52.30937301887012,1
sebastiao leal,-7.570271211996795,-44.0644861518687,1
seberi,-27.47797299013989,-53.40706160202716,1
